Date,Time,Seconds,Temperature,Humidity
20180622,18:39:46,1529707186.76,24.7,33.4
20180622,18:40:46,1529707246.89,24.7,33.4
20180622,18:41:47,1529707307.02,24.6,33.4
20180622,18:42:47,1529707367.63,24.7,33.4
20180622,18:43:48,1529707428.23,24.7,33.5
20180622,18:44:48,1529707488.84,24.7,33.5
20180622,18:45:49,1529707549.44,24.6,33.4
20180622,18:46:50,1529707610.05,24.7,33.4
20180622,18:47:50,1529707670.65,24.7,33.4
20180622,18:48:51,1529707731.26,24.7,33.4
20180622,18:49:51,1529707791.86,24.7,33.4
20180622,18:50:52,1529707852.47,24.7,33.4
20180622,18:51:53,1529707913.07,24.6,33.3
20180622,18:52:53,1529707973.2,24.7,33.4
20180622,18:53:53,1529708033.33,24.6,33.3
20180622,18:54:53,1529708093.94,24.7,33.4
20180622,18:55:54,1529708154.54,24.7,33.3
20180622,18:56:55,1529708215.15,24.7,33.3
20180622,18:57:55,1529708275.75,24.7,33.3
20180622,18:58:56,1529708336.36,24.7,33.4
20180622,18:59:56,1529708396.96,24.7,33.3
20180622,19:00:57,1529708457.57,24.7,33.3
20180622,19:01:58,1529708518.17,24.6,33.2
20180622,19:02:58,1529708578.78,24.7,33.3
20180622,19:03:59,1529708639.38,24.7,33.3
20180622,19:04:59,1529708699.51,24.7,33.3
20180622,19:06:00,1529708760.12,24.7,33.3
20180622,19:07:00,1529708820.72,24.7,33.3
20180622,19:08:01,1529708881.33,24.6,33.2
20180622,19:09:01,1529708941.93,24.7,33.3
20180622,19:10:02,1529709002.57,24.7,33.3
20180622,19:11:03,1529709063.17,24.7,33.3
20180622,19:12:03,1529709123.78,24.7,33.3
20180622,19:13:04,1529709184.39,24.6,33.2
20180622,19:14:04,1529709245.0,24.7,33.3
20180622,19:15:05,1529709305.6,24.7,33.3
20180622,19:16:06,1529709366.21,24.6,33.2
20180622,19:17:06,1529709426.81,24.7,33.3
20180622,19:18:07,1529709487.42,24.7,33.3
20180622,19:19:08,1529709548.02,24.7,33.3
20180622,19:20:08,1529709608.63,24.7,33.3
20180622,19:21:09,1529709669.23,24.7,33.3
20180622,19:22:09,1529709729.84,24.7,33.3
20180622,19:23:10,1529709790.44,24.6,33.2
20180622,19:24:10,1529709850.58,24.7,33.3
20180622,19:25:11,1529709911.18,24.7,33.3
20180622,19:26:11,1529709971.79,24.7,33.3
20180622,19:27:12,1529710032.39,24.7,33.2
20180622,19:28:12,1529710093.0,24.7,33.2
20180622,19:29:13,1529710153.6,24.7,33.3
20180622,19:30:13,1529710213.73,24.7,33.3
20180622,19:31:13,1529710273.86,24.6,33.2
20180622,19:32:14,1529710334.47,24.7,33.2
20180622,19:33:15,1529710395.07,24.7,33.2
20180622,19:34:15,1529710455.68,24.7,33.3
20180622,19:35:16,1529710516.28,24.6,33.2
20180622,19:36:16,1529710576.89,24.7,33.3
20180622,19:37:17,1529710637.49,24.7,33.3
20180622,19:38:18,1529710698.1,24.7,33.3
20180622,19:39:18,1529710758.7,24.7,33.3
20180622,19:40:19,1529710819.31,24.7,33.3
20180622,19:41:19,1529710879.91,24.7,33.3
20180622,19:42:20,1529710940.51,24.6,33.2
20180622,19:43:21,1529711001.12,24.7,33.3
20180622,19:44:21,1529711061.72,24.7,33.2
20180622,19:45:22,1529711122.33,24.7,33.3
20180622,19:46:22,1529711182.93,24.7,33.2
20180622,19:47:23,1529711243.54,24.7,33.2
20180622,19:48:24,1529711304.14,24.7,33.2
20180622,19:49:24,1529711364.74,24.7,33.3
20180622,19:50:25,1529711425.35,24.7,33.2
20180622,19:51:25,1529711485.95,24.6,33.2
20180622,19:52:26,1529711546.56,24.7,33.3
20180622,19:53:27,1529711607.16,24.6,33.2
20180622,19:54:27,1529711667.76,24.6,33.1
20180622,19:55:28,1529711728.37,24.7,33.2
20180622,19:56:28,1529711788.97,24.7,33.2
20180622,19:57:29,1529711849.58,24.7,33.2
20180622,19:58:30,1529711910.18,24.6,33.1
20180622,19:59:30,1529711970.79,24.7,33.2
20180622,20:00:31,1529712031.39,24.7,33.2
20180622,20:01:31,1529712091.99,24.6,33.1
20180622,20:02:32,1529712152.13,24.7,33.1
20180622,20:03:32,1529712212.73,24.6,33.1
20180622,20:04:33,1529712273.33,24.6,33.1
20180622,20:05:33,1529712333.94,24.6,33.1
20180622,20:06:34,1529712394.54,24.6,33.1
20180622,20:07:34,1529712454.67,24.6,33.1
20180622,20:08:35,1529712515.27,24.6,33.1
20180622,20:09:35,1529712575.88,24.6,33.1
20180622,20:10:36,1529712636.48,24.6,33.2
20180622,20:11:37,1529712697.08,24.7,33.2
20180622,20:12:37,1529712757.69,24.7,33.2
20180622,20:13:38,1529712818.29,24.7,33.2
20180622,20:14:38,1529712878.9,24.6,33.1
20180622,20:15:39,1529712939.5,24.7,33.2
20180622,20:16:40,1529713000.1,24.6,33.1
20180622,20:17:40,1529713060.71,24.6,33.1
20180622,20:18:41,1529713121.31,24.7,33.2
20180622,20:19:41,1529713181.92,24.6,33.1
20180622,20:20:42,1529713242.52,24.6,33.1
20180622,20:21:43,1529713303.13,24.6,33.1
20180622,20:22:43,1529713363.73,24.6,33.1
20180622,20:23:44,1529713424.33,24.6,33.1
20180622,20:24:44,1529713484.94,24.6,33.1
20180622,20:25:45,1529713545.54,24.6,33.1
20180622,20:26:46,1529713606.15,24.7,33.1
20180622,20:27:46,1529713666.75,24.6,33.0
20180622,20:28:47,1529713727.35,24.6,33.0
20180622,20:29:47,1529713787.48,24.6,33.0
20180622,20:30:48,1529713848.09,24.6,33.0
20180622,20:31:48,1529713908.69,24.6,33.0
20180622,20:32:49,1529713969.29,24.6,33.1
20180622,20:33:49,1529714029.9,24.6,33.0
20180622,20:34:50,1529714090.5,24.6,33.1
20180622,20:35:51,1529714151.1,24.6,33.1
20180622,20:36:51,1529714211.71,24.6,33.1
20180622,20:37:52,1529714272.31,24.6,33.1
20180622,20:38:52,1529714332.92,24.6,33.1
20180622,20:39:53,1529714393.52,24.6,33.1
20180622,20:40:54,1529714454.12,24.6,33.1
20180622,20:41:54,1529714514.73,24.6,33.1
20180622,20:42:55,1529714575.33,24.6,33.1
20180622,20:43:55,1529714635.93,24.6,33.1
20180622,20:44:56,1529714696.54,24.6,33.1
20180622,20:45:57,1529714757.14,24.6,33.1
20180622,20:46:57,1529714817.74,24.6,33.1
20180622,20:47:58,1529714878.35,24.6,33.1
20180622,20:48:58,1529714938.95,24.6,33.1
20180622,20:49:59,1529714999.56,24.6,33.1
20180622,20:51:00,1529715060.16,24.6,33.1
20180622,20:52:00,1529715120.29,24.6,33.1
20180622,20:53:00,1529715180.89,24.6,33.0
20180622,20:54:01,1529715241.5,24.6,33.1
20180622,20:55:02,1529715302.1,24.6,33.0
20180622,20:56:02,1529715362.23,24.6,33.0
20180622,20:57:02,1529715422.83,24.6,33.0
20180622,20:58:03,1529715483.44,24.6,33.0
20180622,20:59:04,1529715544.04,24.6,33.0
20180622,21:00:04,1529715604.64,24.6,33.0
20180622,21:01:05,1529715665.25,24.6,33.0
20180622,21:02:05,1529715725.85,24.6,33.0
20180622,21:03:06,1529715786.46,24.6,33.0
20180622,21:04:07,1529715847.06,24.6,33.0
20180622,21:05:07,1529715907.66,24.6,33.0
20180622,21:06:08,1529715968.27,24.6,33.0
20180622,21:07:08,1529716028.87,24.6,33.0
20180622,21:08:09,1529716089.48,24.6,33.0
20180622,21:09:10,1529716150.08,24.6,33.0
20180622,21:10:10,1529716210.69,24.6,33.0
20180622,21:11:11,1529716271.29,24.6,33.0
20180622,21:12:11,1529716331.89,24.6,33.0
20180622,21:13:12,1529716392.5,24.7,33.1
20180622,21:14:13,1529716453.1,24.6,33.0
20180622,21:15:13,1529716513.71,24.6,33.0
20180622,21:16:14,1529716574.31,24.6,33.0
20180622,21:17:14,1529716634.91,24.6,33.1
20180622,21:18:15,1529716695.52,24.6,33.0
20180622,21:19:16,1529716756.12,24.6,33.1
20180622,21:20:16,1529716816.25,24.6,33.1
20180622,21:21:16,1529716876.85,24.6,33.1
20180622,21:22:17,1529716937.46,24.6,33.1
20180622,21:23:18,1529716998.06,24.6,33.0
20180622,21:24:18,1529717058.19,24.6,33.0
20180622,21:25:18,1529717118.8,24.6,33.0
20180622,21:26:19,1529717179.4,24.6,33.0
20180622,21:27:20,1529717240.0,24.6,33.0
20180622,21:28:20,1529717300.13,24.6,33.0
20180622,21:29:20,1529717360.74,24.6,33.1
20180622,21:30:21,1529717421.34,24.7,33.1
20180622,21:31:21,1529717481.94,24.6,33.0
20180622,21:32:22,1529717542.55,24.7,33.1
20180622,21:33:23,1529717603.15,24.6,33.0
20180622,21:34:23,1529717663.28,24.6,33.0
20180622,21:35:23,1529717723.41,24.6,33.0
20180622,21:36:24,1529717784.01,24.6,33.0
20180622,21:37:24,1529717844.62,24.6,33.0
20180622,21:38:25,1529717905.22,24.6,33.1
20180622,21:39:25,1529717965.82,24.6,33.1
20180622,21:40:26,1529718026.43,24.6,33.1
20180622,21:41:27,1529718087.03,24.6,33.1
20180622,21:42:27,1529718147.64,24.6,33.1
20180622,21:43:28,1529718208.24,24.6,33.1
20180622,21:44:28,1529718268.84,24.6,33.1
20180622,21:45:29,1529718329.45,24.6,33.1
20180622,21:46:30,1529718390.05,24.6,33.2
20180622,21:47:30,1529718450.66,24.6,33.2
20180622,21:48:31,1529718511.26,24.6,33.2
20180622,21:49:31,1529718571.86,24.6,33.2
20180622,21:50:32,1529718632.47,24.6,33.3
20180622,21:51:33,1529718693.07,24.6,33.3
20180622,21:52:33,1529718753.68,24.6,33.3
20180622,21:53:34,1529718814.28,24.6,33.3
20180622,21:54:34,1529718874.88,24.6,33.3
20180622,21:55:35,1529718935.49,24.6,33.3
20180622,21:56:36,1529718996.09,24.6,33.4
20180622,21:57:36,1529719056.7,24.6,33.4
20180622,21:58:37,1529719117.3,24.6,33.4
20180622,21:59:37,1529719177.9,24.6,33.4
20180622,22:00:38,1529719238.51,24.6,33.4
20180622,22:01:39,1529719299.11,24.6,33.5
20180622,22:02:39,1529719359.72,24.6,33.5
20180622,22:03:40,1529719420.32,24.6,33.5
20180622,22:04:40,1529719480.92,24.6,33.5
20180622,22:05:41,1529719541.53,24.6,33.5
20180622,22:06:42,1529719602.13,24.6,33.5
20180622,22:07:42,1529719662.74,24.6,33.5
20180622,22:08:43,1529719723.34,24.6,33.5
20180622,22:09:43,1529719783.94,24.6,33.6
20180622,22:10:44,1529719844.55,24.6,33.6
20180622,22:11:45,1529719905.15,24.6,33.6
20180622,22:12:45,1529719965.28,24.6,33.6
20180622,22:13:45,1529720025.89,24.6,33.6
20180622,22:14:46,1529720086.49,24.6,33.6
20180622,22:15:46,1529720146.62,24.6,33.6
20180622,22:16:47,1529720207.22,24.6,33.6
20180622,22:17:47,1529720267.35,24.6,33.6
20180622,22:18:47,1529720327.96,24.6,33.6
20180622,22:19:48,1529720388.56,24.6,33.6
20180622,22:20:49,1529720449.16,24.6,33.6
20180622,22:21:49,1529720509.77,24.6,33.6
20180622,22:22:50,1529720570.37,24.6,33.6
20180622,22:23:50,1529720630.97,24.6,33.6
20180622,22:24:51,1529720691.58,24.6,33.6
20180622,22:25:52,1529720752.18,24.6,33.6
20180622,22:26:52,1529720812.31,24.6,33.6
20180622,22:27:52,1529720872.91,24.6,33.6
20180622,22:28:53,1529720933.52,24.6,33.5
20180622,22:29:54,1529720994.12,24.6,33.5
20180622,22:30:54,1529721054.25,24.6,33.5
20180622,22:31:54,1529721114.43,24.6,33.5
20180622,22:32:55,1529721175.04,24.6,33.5
20180622,22:33:55,1529721235.64,24.6,33.5
20180622,22:34:56,1529721296.24,24.6,33.5
20180622,22:35:56,1529721356.85,24.6,33.4
20180622,22:36:57,1529721417.45,24.6,33.4
20180622,22:37:58,1529721478.06,24.6,33.4
20180622,22:38:58,1529721538.66,24.6,33.4
20180622,22:39:58,1529721598.79,24.6,33.4
20180622,22:40:59,1529721659.39,24.6,33.4
20180622,22:41:59,1529721720.0,24.6,33.4
20180622,22:43:00,1529721780.6,24.6,33.4
20180622,22:44:01,1529721841.21,24.6,33.4
20180622,22:45:01,1529721901.81,24.6,33.4
20180622,22:46:02,1529721962.41,24.6,33.4
20180622,22:47:03,1529722023.02,24.6,33.4
20180622,22:48:03,1529722083.62,24.6,33.4
20180622,22:49:04,1529722144.23,24.6,33.4
20180622,22:50:04,1529722204.83,24.6,33.4
20180622,22:51:05,1529722265.44,24.6,33.4
20180622,22:52:06,1529722326.04,24.6,33.4
20180622,22:53:06,1529722386.64,24.6,33.3
20180622,22:54:07,1529722447.25,24.6,33.4
20180622,22:55:07,1529722507.85,24.6,33.3
20180622,22:56:08,1529722568.46,24.6,33.3
20180622,22:57:09,1529722629.06,24.6,33.3
20180622,22:58:09,1529722689.66,24.6,33.3
20180622,22:59:10,1529722750.27,24.6,33.3
20180622,23:00:10,1529722810.87,24.6,33.3
20180622,23:01:11,1529722871.0,24.6,33.3
20180622,23:02:11,1529722931.61,24.6,33.3
20180622,23:03:12,1529722992.21,24.6,33.3
20180622,23:04:12,1529723052.81,24.6,33.2
20180622,23:05:13,1529723113.42,24.6,33.2
20180622,23:06:14,1529723174.02,24.6,33.2
20180622,23:07:14,1529723234.15,24.6,33.2
20180622,23:08:14,1529723294.75,24.6,33.3
20180622,23:09:14,1529723354.89,24.6,33.3
20180622,23:10:15,1529723415.49,24.6,33.2
20180622,23:11:16,1529723476.1,24.6,33.3
20180622,23:12:16,1529723536.7,24.6,33.3
20180622,23:13:17,1529723597.3,24.6,33.2
20180622,23:14:17,1529723657.91,24.6,33.3
20180622,23:15:18,1529723718.51,24.6,33.3
20180622,23:16:19,1529723779.12,24.6,33.3
20180622,23:17:19,1529723839.72,24.6,33.3
20180622,23:18:20,1529723900.32,24.6,33.3
20180622,23:19:20,1529723960.45,24.6,33.2
20180622,23:20:21,1529724021.05,24.6,33.3
20180622,23:21:21,1529724081.66,24.6,33.3
20180622,23:22:22,1529724142.26,24.6,33.3
20180622,23:23:22,1529724202.39,24.6,33.2
20180622,23:24:22,1529724263.0,24.6,33.3
20180622,23:25:23,1529724323.6,24.6,33.3
20180622,23:26:24,1529724384.2,24.6,33.2
20180622,23:27:24,1529724444.81,24.6,33.2
20180622,23:28:25,1529724505.41,24.6,33.2
20180622,23:29:26,1529724566.02,24.6,33.2
20180622,23:30:26,1529724626.62,24.6,33.2
20180622,23:31:27,1529724687.22,24.6,33.2
20180622,23:32:27,1529724747.83,24.6,33.2
20180622,23:33:28,1529724808.43,24.6,33.2
20180622,23:34:29,1529724869.04,24.6,33.2
20180622,23:35:29,1529724929.64,24.6,33.2
20180622,23:36:30,1529724990.24,24.6,33.2
20180622,23:37:30,1529725050.85,24.6,33.2
20180622,23:38:31,1529725111.45,24.6,33.2
20180622,23:39:32,1529725172.06,24.6,33.2
20180622,23:40:32,1529725232.66,24.6,33.2
20180622,23:41:33,1529725293.27,24.6,33.2
20180622,23:42:33,1529725353.87,24.6,33.3
20180622,23:43:34,1529725414.47,24.6,33.3
20180622,23:44:35,1529725475.08,24.6,33.3
20180622,23:45:35,1529725535.68,24.6,33.3
20180622,23:46:36,1529725596.28,24.6,33.3
20180622,23:47:36,1529725656.89,24.6,33.3
20180622,23:48:37,1529725717.49,24.6,33.3
20180622,23:49:38,1529725778.1,24.6,33.3
20180622,23:50:38,1529725838.7,24.6,33.3
20180622,23:51:39,1529725899.3,24.6,33.3
20180622,23:52:39,1529725959.91,24.6,33.3
20180622,23:53:40,1529726020.51,24.6,33.3
20180622,23:54:41,1529726081.12,24.6,33.3
20180622,23:55:41,1529726141.72,24.6,33.3
20180622,23:56:42,1529726202.32,24.6,33.3
20180622,23:57:42,1529726262.93,24.6,33.3
20180622,23:58:43,1529726323.53,24.6,33.3
20180622,23:59:43,1529726383.66,24.6,33.3
20180623,00:00:43,1529726443.79,24.6,33.3
20180623,00:01:44,1529726504.39,24.6,33.3
20180623,00:02:44,1529726565.0,24.6,33.3
20180623,00:03:45,1529726625.6,24.6,33.3
20180623,00:04:46,1529726686.21,24.6,33.3
20180623,00:05:46,1529726746.81,24.6,33.3
20180623,00:06:47,1529726807.41,24.6,33.3
20180623,00:07:48,1529726868.02,24.6,33.3
20180623,00:08:48,1529726928.62,24.6,33.3
20180623,00:09:48,1529726988.75,24.6,33.3
20180623,00:10:49,1529727049.36,24.6,33.4
20180623,00:11:49,1529727109.96,24.6,33.4
20180623,00:12:50,1529727170.56,24.6,33.4
20180623,00:13:51,1529727231.17,24.6,33.4
20180623,00:14:51,1529727291.77,24.6,33.4
20180623,00:15:52,1529727352.38,24.6,33.4
20180623,00:16:52,1529727412.98,24.6,33.4
20180623,00:17:53,1529727473.58,24.6,33.4
20180623,00:18:54,1529727534.24,24.6,33.4
20180623,00:19:54,1529727594.84,24.6,33.5
20180623,00:20:54,1529727654.97,24.6,33.5
20180623,00:21:55,1529727715.58,24.6,33.5
20180623,00:22:56,1529727776.18,24.6,33.5
20180623,00:23:56,1529727836.78,24.6,33.4
20180623,00:24:57,1529727897.39,24.6,33.4
20180623,00:25:57,1529727957.99,24.6,33.4
20180623,00:26:58,1529728018.59,24.6,33.5
20180623,00:27:59,1529728079.2,24.6,33.4
20180623,00:28:59,1529728139.8,24.6,33.5
20180623,00:29:59,1529728199.93,24.6,33.5
20180623,00:31:00,1529728260.53,24.6,33.4
20180623,00:32:01,1529728321.14,24.6,33.4
20180623,00:33:01,1529728381.74,24.6,33.4
20180623,00:34:02,1529728442.35,24.6,33.4
20180623,00:35:02,1529728502.95,24.6,33.4
20180623,00:36:03,1529728563.55,24.6,33.4
20180623,00:37:04,1529728624.16,24.6,33.5
20180623,00:38:04,1529728684.76,24.6,33.4
20180623,00:39:05,1529728745.37,24.6,33.4
20180623,00:40:05,1529728805.97,24.6,33.4
20180623,00:41:06,1529728866.1,24.6,33.4
20180623,00:42:06,1529728926.7,24.6,33.5
20180623,00:43:07,1529728987.31,24.6,33.5
20180623,00:44:07,1529729047.91,24.6,33.5
20180623,00:45:08,1529729108.52,24.6,33.5
20180623,00:46:09,1529729169.12,24.6,33.5
20180623,00:47:09,1529729229.72,24.6,33.5
20180623,00:48:10,1529729290.33,24.6,33.5
20180623,00:49:10,1529729350.93,24.6,33.5
20180623,00:50:11,1529729411.54,24.6,33.5
20180623,00:51:12,1529729472.14,24.6,33.5
20180623,00:52:12,1529729532.74,24.6,33.5
20180623,00:53:13,1529729593.35,24.6,33.5
20180623,00:54:13,1529729653.95,24.6,33.5
20180623,00:55:14,1529729714.56,24.6,33.6
20180623,00:56:15,1529729775.16,24.6,33.6
20180623,00:57:15,1529729835.77,24.6,33.6
20180623,00:58:16,1529729896.37,24.6,33.5
20180623,00:59:16,1529729956.97,24.6,33.5
20180623,01:00:17,1529730017.58,24.6,33.6
20180623,01:01:18,1529730078.18,24.6,33.5
20180623,01:02:18,1529730138.32,24.6,33.5
20180623,01:03:18,1529730198.92,24.6,33.5
20180623,01:04:19,1529730259.52,24.6,33.5
20180623,01:05:20,1529730320.13,24.6,33.5
20180623,01:06:20,1529730380.73,24.6,33.5
20180623,01:07:21,1529730441.34,24.6,33.5
20180623,01:08:21,1529730501.94,24.6,33.5
20180623,01:09:22,1529730562.55,24.6,33.6
20180623,01:10:23,1529730623.15,24.6,33.5
20180623,01:11:23,1529730683.75,24.6,33.6
20180623,01:12:24,1529730744.41,24.6,33.6
20180623,01:13:25,1529730805.02,24.6,33.6
20180623,01:14:25,1529730865.62,24.6,33.6
20180623,01:15:26,1529730926.23,24.6,33.6
20180623,01:16:26,1529730986.83,24.6,33.6
20180623,01:17:27,1529731047.43,24.6,33.6
20180623,01:18:27,1529731107.57,24.6,33.6
20180623,01:19:28,1529731168.17,24.6,33.6
20180623,01:20:28,1529731228.77,24.6,33.6
20180623,01:21:29,1529731289.38,24.6,33.6
20180623,01:22:29,1529731349.98,24.6,33.6
20180623,01:23:30,1529731410.11,24.6,33.6
20180623,01:24:30,1529731470.72,24.6,33.6
20180623,01:25:31,1529731531.32,24.6,33.7
20180623,01:26:31,1529731591.45,24.6,33.6
20180623,01:27:32,1529731652.06,24.6,33.7
20180623,01:28:32,1529731712.66,24.6,33.7
20180623,01:29:33,1529731773.26,24.6,33.7
20180623,01:30:33,1529731833.87,24.6,33.7
20180623,01:31:34,1529731894.47,24.5,33.6
20180623,01:32:34,1529731954.6,24.6,33.7
20180623,01:33:35,1529732015.2,24.6,33.7
20180623,01:34:35,1529732075.81,24.6,33.7
20180623,01:35:36,1529732136.41,24.6,33.6
20180623,01:36:37,1529732197.02,24.6,33.6
20180623,01:37:37,1529732257.62,24.6,33.6
20180623,01:38:38,1529732318.22,24.6,33.6
20180623,01:39:38,1529732378.83,24.6,33.6
20180623,01:40:39,1529732439.44,24.6,33.6
20180623,01:41:40,1529732500.04,24.6,33.7
20180623,01:42:40,1529732560.65,24.6,33.7
20180623,01:43:41,1529732621.25,24.6,33.7
20180623,01:44:41,1529732681.85,24.6,33.7
20180623,01:45:42,1529732742.46,24.6,33.7
20180623,01:46:43,1529732803.06,24.6,33.7
20180623,01:47:43,1529732863.66,24.6,33.7
20180623,01:48:44,1529732924.27,24.6,33.7
20180623,01:49:44,1529732984.87,24.6,33.7
20180623,01:50:45,1529733045.48,24.6,33.7
20180623,01:51:46,1529733106.08,24.6,33.8
